Date,Open,High,Low,Close,Adj Close,Volume
2015-04-13,26.846792,27.128519,26.791943,26.884687,26.884687,32906096
2015-04-14,26.739088,26.804907,26.332306,26.446890,26.446890,52082601
2015-04-15,26.362621,26.663296,26.089373,26.553596,26.553596,46376979
2015-04-16,26.422457,26.706179,26.407997,26.616922,26.616922,25997180
2015-04-17,26.360626,26.419464,25.979174,26.130758,26.130758,43037837
2015-04-20,26.208046,26.731110,26.153196,26.695707,26.695707,33585958
2015-04-21,26.801914,26.895658,26.610689,26.625401,26.625401,36895018
2015-04-22,26.646841,26.979927,26.514704,26.894411,26.894411,31871263
2015-04-23,26.975939,27.472574,26.937544,27.275116,27.275116,83697161
2015-04-24,28.227501,28.478811,27.786213,28.175644,28.175644,98650102
2015-04-27,28.169500,28.297501,27.660000,27.768499,27.768499,47960000
2015-04-28,27.732000,27.801001,27.518299,27.684000,27.684000,29820000
2015-04-29,27.523500,27.684000,27.345249,27.454000,27.454000,33976000
2015-04-30,27.393499,27.429501,26.752501,26.867001,26.867001,41644000
2015-05-01,26.921499,26.976999,26.605000,26.895000,26.895000,35364000
2015-05-04,26.926500,27.203501,26.753000,27.039000,27.039000,26160000
2015-05-05,26.910500,26.987000,26.519550,26.540001,26.540001,27662000
2015-05-06,26.562000,26.618999,26.054251,26.211000,26.211000,31340000
2015-05-07,26.199499,26.673000,26.087500,26.535000,26.535000,30926000
2015-05-08,26.832500,27.057501,26.250000,26.910999,26.910999,30552000
2015-05-11,26.918501,27.099001,26.770000,26.785000,26.785000,18106000
2015-05-12,26.580000,26.660450,26.263000,26.452000,26.452000,32684000
2015-05-13,26.528000,26.716101,26.432751,26.481001,26.481001,25046000
2015-05-14,26.688499,26.950001,26.620501,26.920000,26.920000,28078000
2015-05-15,26.959000,26.963699,26.518999,26.692499,26.692499,39426000
2015-05-18,26.600500,26.740999,26.442499,26.615000,26.615000,40068000
2015-05-19,26.698999,27.033001,26.652000,26.868000,26.868000,39338000
2015-05-20,26.924500,27.146000,26.648600,26.963499,26.963499,28616000
2015-05-21,26.897499,27.191999,26.799000,27.125500,27.125500,29254000
2015-05-22,27.007500,27.209499,26.975500,27.005501,27.005501,23524000
2015-05-26,26.906000,26.950001,26.493999,26.615999,26.615999,48130000
2015-05-27,26.639999,27.027500,26.585501,26.989500,26.989500,30500000
2015-05-28,26.900499,27.030500,26.812500,26.989000,26.989000,20596000
2015-05-29,26.868500,26.931499,26.572500,26.605499,26.605499,51948000
2015-06-01,26.839500,26.839500,26.488001,26.699499,26.699499,38086000
2015-06-02,26.646500,27.150000,26.566500,26.959000,26.959000,38780000
2015-06-03,26.995501,27.174999,26.855499,27.015499,27.015499,34340000
2015-06-04,26.888000,27.029499,26.716000,26.834999,26.834999,26966000
2015-06-05,26.817499,26.860001,26.625999,26.666500,26.666500,27764000
2015-06-08,26.665501,26.705999,26.312000,26.341499,26.341499,30412000
2015-06-09,26.378000,26.459999,26.150499,26.334499,26.334499,29106000
2015-06-10,26.468000,26.917999,26.467501,26.834499,26.834499,36300000
2015-06-11,26.921249,26.948999,26.650999,26.730499,26.730499,24350000
2015-06-12,26.580000,26.656000,26.507999,26.616501,26.616501,19116000
2015-06-15,26.400000,26.415001,26.200001,26.360001,26.360001,32654000
2015-06-16,26.420000,26.482000,26.278000,26.407499,26.407499,21436000
2015-06-17,26.468500,26.549000,26.254999,26.462999,26.462999,25884000
2015-06-18,26.549999,26.907499,26.539499,26.836500,26.836500,36662000
2015-06-19,26.860500,26.912500,26.650499,26.834499,26.834499,37870000
2015-06-22,26.979500,27.187000,26.876499,26.909500,26.909500,25006000
2015-06-23,26.982000,27.074949,26.762501,27.024000,27.024000,23950000
2015-06-24,27.000000,27.000000,26.783001,26.892000,26.892000,25732000
2015-06-25,26.943501,27.045000,26.761499,26.761499,26.761499,26714000
2015-06-26,26.863001,26.888000,26.567499,26.584499,26.584499,42182000
2015-06-29,26.250500,26.430500,26.027000,26.076000,26.076000,38756000
2015-06-30,26.301001,26.312500,26.025000,26.025499,26.025499,44344000
2015-07-01,26.236500,26.284500,25.911501,26.091999,26.091999,39220000
2015-07-02,26.054001,26.232500,26.054001,26.170000,26.170000,24718000
2015-07-06,25.975000,26.262501,25.950001,26.143000,26.143000,25610000
2015-07-07,26.156500,26.309000,25.759001,26.250999,26.250999,31944000
2015-07-08,26.052500,26.136700,25.805500,25.841499,25.841499,25934000
2015-07-09,26.156000,26.188499,26.017500,26.034000,26.034000,36846000
2015-07-10,26.314501,26.628000,26.277500,26.506500,26.506500,39134000
2015-07-13,26.643999,27.355499,26.620001,27.327499,27.327499,44130000
2015-07-14,27.337999,28.292450,27.335501,28.055000,28.055000,64882000
2015-07-15,28.006500,28.325150,27.839500,28.011000,28.011000,35692000
2015-07-16,28.256001,29.034000,28.250000,28.992500,28.992500,95366000
2015-07-17,32.450001,33.723400,32.250000,33.646500,33.646500,223298000
2015-07-20,32.962002,33.444000,32.650501,33.151001,33.151001,117218000
2015-07-21,32.760502,33.650002,32.715000,33.115002,33.115002,67544000
2015-07-22,33.044498,33.931999,32.950001,33.105000,33.105000,78586000
2015-07-23,33.063499,33.181499,32.049999,32.214001,32.214001,60582000
2015-07-24,32.349998,32.408501,31.125999,31.177999,31.177999,72514000
2015-07-27,31.049999,31.715000,31.025000,31.363001,31.363001,53508000
2015-07-28,31.641500,31.641500,31.165501,31.400000,31.400000,34546000
2015-07-29,31.440001,31.667999,31.132500,31.596500,31.596500,31502000
2015-07-30,31.500000,31.761000,31.102501,31.629499,31.629499,29484000
2015-07-31,31.569000,31.645500,31.275000,31.280500,31.280500,34122000
2015-08-03,31.267000,31.652800,31.267000,31.560499,31.560499,26090000
2015-08-04,31.421000,31.740499,31.358000,31.462500,31.462500,29818000
2015-08-05,31.716499,32.393002,31.658001,32.188999,32.188999,46686000
2015-08-06,32.250000,32.268951,31.612499,32.133999,32.133999,31452000
2015-08-07,32.011501,32.133999,31.485500,31.764999,31.764999,28078000
2015-08-10,31.974001,32.172001,31.562450,31.686501,31.686501,36184000
2015-08-11,33.459999,33.744999,32.713501,33.039001,33.039001,100584000
2015-08-12,33.153999,33.250000,32.614498,32.978001,32.978001,58734000
2015-08-13,32.966099,33.224998,32.583050,32.822498,32.822498,36214000
2015-08-14,32.750500,32.992748,32.632999,32.855999,32.855999,21442000
2015-08-17,32.840000,33.069000,32.562000,33.043499,33.043499,21034000
2015-08-18,33.095001,33.200001,32.673000,32.806499,32.806499,29122000
2015-08-19,32.830002,33.349998,32.709499,33.044998,33.044998,42682000
2015-08-20,32.772999,33.149502,32.145000,32.341499,32.341499,57106000
2015-08-21,31.989000,32.002499,30.616501,30.624001,30.624001,85304000
2015-08-24,28.650000,29.966499,28.252501,29.480499,29.480499,115406000
2015-08-25,30.745501,30.872499,29.055500,29.103001,29.103001,70760000
2015-08-26,30.517500,31.585501,29.952499,31.431000,31.431000,84718000
2015-08-27,31.969999,32.179501,31.100000,31.880501,31.880501,69826000
2015-08-28,31.641001,31.844000,31.228001,31.518999,31.518999,39574000
2015-08-31,31.377001,31.790001,30.884001,30.912500,30.912500,43534000
2015-09-01,30.118000,30.643000,29.705000,29.889500,29.889500,74042000
2015-09-02,30.279499,30.716999,29.985500,30.716999,30.716999,51512000
2015-09-03,30.850000,30.985500,30.141050,30.312500,30.312500,35192000
2015-09-04,30.000000,30.173500,29.762501,30.035000,30.035000,41780000
2015-09-08,30.624500,30.815500,30.205999,30.733000,30.733000,45590000
2015-09-09,31.061001,31.326000,30.480000,30.636000,30.636000,34042000
2015-09-10,30.655001,31.208000,30.571501,31.067499,31.067499,38106000
2015-09-11,30.987499,31.289000,30.871000,31.288500,31.288500,27470000
2015-09-14,31.285000,31.292999,30.971500,31.162001,31.162001,34046000
2015-09-15,31.334999,31.934999,31.188999,31.757000,31.757000,41688000
2015-09-16,31.773500,31.897499,31.615999,31.799000,31.799000,25730000
2015-09-17,31.889500,32.544998,31.750999,32.145000,32.145000,45494000
2015-09-18,31.839500,32.000000,31.351000,31.462500,31.462500,102668000
2015-09-21,31.719999,31.824499,31.297001,31.771999,31.771999,35770000
2015-09-22,31.350000,31.377501,30.771500,31.134501,31.134501,51258000
2015-09-23,31.102501,31.446501,31.000000,31.118000,31.118000,29418000
2015-09-24,30.832001,31.365999,30.620001,31.290001,31.290001,44802000
2015-09-25,31.488501,31.488501,30.549999,30.598499,30.598499,43480000
2015-09-28,30.517000,30.730249,29.469000,29.744499,29.744499,62554000
2015-09-29,29.864000,30.250000,29.511000,29.748501,29.748501,46190000
2015-09-30,30.164000,30.438000,30.036501,30.421000,30.421000,48268000
2015-10-01,30.418501,30.604500,29.992500,30.564501,30.564501,37352000
2015-10-02,30.360001,31.367001,30.156500,31.345501,31.345501,53696000
2015-10-05,31.600000,32.150501,31.350000,32.073502,32.073502,36072000
2015-10-06,31.941999,32.462502,31.826500,32.271999,32.271999,43326000
2015-10-07,32.462002,32.530449,31.607500,32.118000,32.118000,41854000
2015-10-08,32.068001,32.222500,31.278000,31.958000,31.958000,43642000
2015-10-09,32.000000,32.299500,31.765900,32.180500,32.180500,32974000
2015-10-12,32.104500,32.424999,31.950500,32.333500,32.333500,25504000
2015-10-13,32.157501,32.890598,32.157501,32.615002,32.615002,36154000
2015-10-14,32.660500,32.969501,32.442501,32.557999,32.557999,28310000
2015-10-15,32.733002,33.156502,32.723000,33.087002,33.087002,37714000
2015-10-16,33.205502,33.248501,32.860001,33.110001,33.110001,32222000
2015-10-19,33.058998,33.341000,32.979000,33.305000,33.305000,29546000
2015-10-20,33.202000,33.236000,32.209751,32.514000,32.514000,49964000
2015-10-21,32.707500,32.793499,32.086498,32.130501,32.130501,35822000
2015-10-22,32.334999,32.889999,32.200500,32.589500,32.589500,81420000
2015-10-23,36.375000,36.500000,35.075001,35.099998,35.099998,133078000
2015-10-26,35.077499,35.957500,35.063000,35.639000,35.639000,54332000
2015-10-27,35.368999,35.681000,35.227501,35.424500,35.424500,44916000
2015-10-28,35.366501,35.648998,35.153999,35.647499,35.647499,43578000
2015-10-29,35.525002,35.912998,35.500500,35.846001,35.846001,29120000
2015-10-30,35.786499,35.900002,35.502499,35.540501,35.540501,38176000
2015-11-02,35.553001,36.081001,35.292500,36.055500,36.055500,37726000
2015-11-03,35.943001,36.232498,35.736000,36.108002,36.108002,31308000
2015-11-04,36.099998,36.654999,36.095001,36.405499,36.405499,34134000
2015-11-05,36.473499,36.973999,36.473499,36.562500,36.562500,37232000
2015-11-06,36.575001,36.770500,36.350498,36.688000,36.688000,30232000
2015-11-09,36.509998,36.735500,35.971500,36.244499,36.244499,41396000
2015-11-10,36.220001,36.529499,35.924999,36.416000,36.416000,32160000
2015-11-11,36.623001,37.049999,36.511501,36.770000,36.770000,27328000
2015-11-12,36.549999,36.889999,36.432251,36.561501,36.561501,36744000
2015-11-13,36.458500,36.557499,35.836498,35.849998,35.849998,41510000
2015-11-16,35.779999,36.474499,35.566502,36.448002,36.448002,38118000
2015-11-17,36.464500,36.592251,36.151348,36.264999,36.264999,30218000
2015-11-18,36.379002,37.070499,36.349998,37.000000,37.000000,33686000
2015-11-19,36.937000,37.099998,36.871498,36.920502,36.920502,26542000
2015-11-20,37.326500,37.896000,37.150002,37.830002,37.830002,44246000
2015-11-23,37.872501,38.135399,37.591000,37.799000,37.799000,28290000
2015-11-24,37.599998,37.763950,36.881500,37.414001,37.414001,46662000
2015-11-25,37.407001,37.599998,37.303001,37.407501,37.407501,22442000
2015-11-27,37.423000,37.670502,37.374500,37.513000,37.513000,16770000
2015-11-30,37.440498,37.746498,37.063499,37.130001,37.130001,41952000
2015-12-01,37.355499,38.447498,37.334999,38.352001,38.352001,42692000
2015-12-02,38.445000,38.797749,37.948002,38.118999,38.118999,44608000
2015-12-03,38.300499,38.449749,37.281502,37.626999,37.626999,51812000
2015-12-04,37.654999,38.424500,37.500000,38.340500,38.340500,55146000
2015-12-07,38.388500,38.436501,37.754501,38.162498,38.162498,36246000
2015-12-08,37.894501,38.240002,37.709999,38.118500,38.118500,36590000
2015-12-09,37.958500,38.211498,36.850052,37.580502,37.580502,54000000
2015-12-10,37.642502,37.792500,37.191502,37.473000,37.473000,39768000
2015-12-11,37.057999,37.285500,36.837502,36.943501,36.943501,44488000
2015-12-14,37.089500,37.436501,36.208500,37.388500,37.388500,48250000
2015-12-15,37.650002,37.903999,37.150501,37.169998,37.169998,53324000
2015-12-16,37.500000,38.029499,36.971748,37.904499,37.904499,39866000
2015-12-17,38.120998,38.133999,37.450001,37.471500,37.471500,31068000
2015-12-18,37.325500,37.706501,36.907501,36.965500,36.965500,62974000
2015-12-21,37.306499,37.500000,37.000000,37.388500,37.388500,30514000
2015-12-22,37.582500,37.742500,37.276501,37.500000,37.500000,27308000
2015-12-23,37.673500,37.710499,37.200001,37.515499,37.515499,31318000
2015-12-24,37.477501,37.567501,37.331001,37.419998,37.419998,10544000
2015-12-28,37.646000,38.149502,37.476002,38.125500,38.125500,30306000
2015-12-29,38.334499,38.999001,38.321499,38.830002,38.830002,35300000
2015-12-30,38.830002,38.880001,38.345001,38.549999,38.549999,25866000
2015-12-31,38.474998,38.474998,37.917000,37.944000,37.944000,30018000
